"title","external_video_id","video_shortened_id"
"Cruz Control","ck5T_KK0CYo",920
"Trump International Realty: Meet Michelle E. Griffith","nIzMBlmiXUY",921
"Hillary Clinton's Official Campaign Launch","-i8vdM15K6c",922
"Vote Tuesday | Hillary Clinton","IFvF_z1nWHU",923
"Bernie Sanders' Cringeworthy Debate","Thsjo-83SKI",924
"Bill Maher's Prediction","GPUIhz5yKeg",925
"Happy Anniversary Trump Waikiki!","UIarWDo5T98",926
"Bernie Bubbles","na02HWZ93eI",927
"""Getting Started"" supporters: Karina and Riley | One year since launch | Hillary Clinton","zevXVmshtL4",928
"From The Desk Of Donald Trump: Q & A","6s0-fcPPTLk",929
"From The Desk Of Donald Trump 3/30/11","10IVR9Z_9W0",930
"New Hampshire Primary Night | Hillary Clinton","U0BKWhaioYo",931
"The Fifth Annual Eric Trump Foundation Golf Invitational","fn0aUjX5-_Y",932
"Trump's Terrible First Week (Only 26 more weeks to go!)","vjs1gBJB8Wo",933
"The GOP: Wrong For Seniors","4LiWNU7ydnk",934
"Eleven Hours","32uI-qhhJZo",935
"State Representative Betty Thompson voices her support for Hillary Clinton | Hillary Clinton","XchjrW2dyZo",936
"Stand | Hillary Clinton","Paj0z1YEIG0",937
"Carole King addresses the people of Exeter | Hillary Clinton","aCZ47HW7dz4",938
"Predatory | Hillary Clinton","oWiytnDjHsY",939
"Hillary Wins NY!","Kd5rfC1SyL8",940
"Stand | Hillary Clinton","jTuWlHb9LuE",942
"Marco Rubio, Mansplainer","8MQpBu-U3iM",943
"John Kasich: ""I think we're fixing to lose the election to Hillary Clinton.”","9WfWTQQ8vyE",944
"Mindy | Hillary Clinton","76hY_YrAOZk",945
"Hillary Clinton speaks about breaking down barriers | Hillary Clinton","aIB6Ac8Bl1w",946
"Get Out to Vote - Mississippi","ryL5ar3RkBc",947
"Hillary For America Staff Celebrates Marriage Equality","1b7KE3cG5RQ",948
"Inequality | Hillary Clinton","ob-QEL-a9Y4",949
"Part 5 | The History of ""Women's Rights Are Human Rights"" | Hillary Clinton","xGrT0J5PTVs",950
"Get Out To Vote - Vermont","kvcQDx56iK0",951
"New York: HFA HQ, the Apollo Theater, and more | On the Trail with Raymond Braun | Hillary Clinton","G_mynZAIWPM",952
"Donald Trump 360 New York Primary Victory Speech 2016","jHiLFECJWXc",953
"Una de mis héroes | Hillary Clinton","SUi30BazWfU",954
"Priorities USA Action: ""Briefcase""","6uMlsQ9HiFo",956
"From The Desk Of Donald Trump: Iran and Iraq","_S5KUMUrBvU",957
"A Different Morning In America","DkOFqsxlfyU",958
"From The Desk Of Donald Trump: The Emmys","Py9C-PThwd0",960
"Get Out to Caucus - Kansas","of2irjoPX_4",961
"Small Business President | Hillary Clinton","uDBHD7cKvhQ",962
"Hillary Wins Super Tuesday","Lmb8ZWfSxlE",963
"All The Good | Hillary Clinton","1iDRu2q2cRw",964
"9414DLDoral","_E6uHvECfcA",965
"New World | Hillary Clinton","WgTk63b_fFg",966
"Trump Stepped Up","DQA6ge7NSgg",967
"The Third GOP Debate: Real Issues. Real Solutions.","KbIbCuijGTQ",968
"avoid showing your taxes","WelDYKy1tqA",969
"Gwen Carr speaks | Hillary Clinton","VA0G6NGyf9w",970
"Bernie Sanders' ""Sandy Hook Shame""","cC6yCdz0RIE",971
"From The Desk Of Donald Trump: Midas Touch","7q31wh8c6Ao",972
"Drew Barrymore speaks to voters in Portsmouth | Hillary for New Hampshire | Hillary Clinton","vGIZ-qOz0SI",974
"Bernie Sanders on Obamacare","AP5MdCAMR24",975
"Hillary Clinton discusses immigration with members of the United Farm Workers | Hillary Clinton","k174wsx3sqA",976
"From The Desk Of Donald Trump: Mac Miller- Where's My Money?","XzAyjtJ3s6c",977
"Mitt Romney's America","Oz1aLR05eb8",978
"Friday #HotTakes | 02.05.2016","OMOAnN0hEoM",979
"Debate Recap","__t2h5Qk3hw",980
"Stringout3","jlYGuS0AG2E",982
"Games","ZSAAqCsOVyo",983
"Getting Started | Hillary Clinton","0uY7gLZDmn4",984
"The Power of Organizing | Hillary Clinton","0EN9a27gves",985
"""Understands""","Nj70XqOxptU",986
"Sick of it | Hillary Clinton","FmlzOh-1KJA",987
"Hillary Hears a Story about Prescription Drug Costs | Hillary Clinton","Zt4twh3ik0I",988
"Donald Trump & Robert Kiyosaki: Midas Touch- Relationships","YDrthRwtXlk",989
"Fear-Mongering and Loathing in the GOP Debate","vVZc3eQqBh8",990
"Military - Donald J. Trump for President","6iZKBv8xqyk",991
"What was it like moving Chelsea into her college dorm? | Quick Question | Hillary Clinton","DQjGevKCzAM",992
"Get Out To Caucus - Maine","Cyu5VFETbNE",993
"Una de mis héroes | Hillary Clinton","Q0sB0XrH9XM",994
"The Republican Nominee","WroKfsS8xuY",995
"Get Out to Caucus - Mississippi","ryL5ar3RkBc",996
"How to Caucus Iowa - Updated","5m6ijNETbsA",997
"Bernie Sanders Voted to Protect Gun Manufacturers","X16tXdfegIM",999
"You Never Know Who You'll Meet as a Hillary 2016 Volunteer","hEXnS_gp8t4",1000
"Make a Difference | Hillary Clinton","7-9LS4KXtEg",1001
"Una de mis héroes | Hillary Clinton","9K8VFRfN--A",1002
"Sanders Praises Bill Clinton","mF2UouT42Uc",1003
"How to Stop Ted Cruz","JoO8ogi-OU0",1004
"Get Out to Vote - North Carolina","nqtYATdDm_0",1005
"Breaking Barriers | Hillary Clinton","uYm9PDzNG4k",1006
"Stand | Hillary Clinton","dTL3mk1Gcd4",1007
"Mean Tweets campaign edition with Senator Al Franken | Hillary Clinton","UeipFdLiTro",1008
"Friday #HotTakes | 01.15.2016","X144KstJUNE",1009
"Bernie Goes Negative","__3BbCy4mOw",1010
"Repeal The Romney Rule","RYIx-OmD-0w",1011
"Donnie","Fg0FW8N_8_Y",1012
"Compact | Hillary Clinton","bhKsan0PAjw",1013
"Historic | Hillary Clinton","AWuqyLHE8Gc",1014
"300 | Hillary Clinton","-ORF0m3aEl0",1015
"This is the Republican Party","2TfKZLns06c",1016
"Robotic Rubio: Marco Rubio's Bad Debate Night","sFpesnGRzSA",1017
"NRA Explainer","QuHOp1_72a0",1018
"From The Desk Of Donald Trump: President Obama's Campaign","zPwnfeTsD6E",1019
"From The Desk Of Donald Trump: State of the Union and Apple","rPXzxC866xc",1020
"Get Out To Vote - Massachusetts","nL6Hz4aT5WI",1021
"Caucus March 1 | Hillary Clinton","fFaHGmGYCDA",1022
"Hillary Clinton: I'm the one they don't want","jYCZorbZg28",1023
"From The Desk Of Donald Trump: White House Correspondents' Dinner","d5PhcSTRKBU",1025
"From The Desk Of Donald Trump 4/7/11","0l4RMGDmoTU",1026
"Clear Difference - Donald J. Trump for President","gq-i8fTlExs",1027
"A Special Happy Birthday for Hillary","A-fWnMzg_3g",1028
"FBN 05 19 2016 11 20 35","RSnV6rNBjBQ",1029
"Ivanka Trump Spring 2013 Collection Photo Shoot","Qd8xZctYpSc",1030
"Breaking Barriers | Hillary Clinton","AQQnP07iCH0",1031
"Friday #HotTakes | 12.18.2015","qSvyahBddCk",1032
"Ignoring Progress","weMKFqdZhwQ",1033
"Hillary on Flint Water Crisis","QwncAhwNOAk",1034
"Lyin' Ted on Lyin' Trump","G3DXqfiuX4s",1035
"Real Life | Hillary Clinton","111MTs7MGuw",1036
"A Pledge","jXE1Ik3oSMc",1037
"From The Desk Of Donald Trump 4/18/11","90TTHpIBQAw",1038
"Trump: The Next Generation","Hcq9XQ3r_24",1039
"Thank you | Hillary Clinton","6IIxC0W0ej8",1040
"Trump Vineyard Estates","s8kDzCpvgWA",1041
"From The Desk Of Donald Trump: Bernie Madoff and Tony La Russa","43k7DKQEVi0",1042
"Ivanka Trump's Q&A","IDyuLi-cV40",1043
"Secretary Clinton's Message to Texas Democrats | Hillary Clinton","_DTgetHfR1U",1044
"Gabby | Hillary Clinton","mAGr0UrRTl4",1045
"Strong On Ending Gun Violence","dnd8jAj4MKk",1046
"Trump Lies Final 1","P1NMNiLFKcE",1047
"The Same | Hillary Clinton","5SW72KHkA6A",1048
"Donald Trump ALS Ice Bucket Challenge","fxDAyUiXphg",1050
"Make your voice heard | Hillary Clinton","-9hfnU3MFsU",1051
"From The Desk Of Donald Trump: Obama's Deal","A1594PeZ2AM",1053
"Donald Trump Strains U.S.-U.K. Relations","uiGpT-4qik4",1054
"Saluting Labor on Labor Day | Hillary Clinton","xKN8L9TeT58",1055
"Get Out To Vote - South Dakota","t4iw6wLz2Q8",1056
"Trump World Tower: Residence 44B","exQCGfjHUsw",1057
"10 Things Not to Say in a Job Interview","9afcy3Spa8U",1058
"Trump National Golf Club Los Angeles","fsGdK7Z7CpM",1059
"Ivanka Trump Fall 2013 Collection Photo Shoot","rZWPcN6_3R0",1060
"Reactions to Bernie Sanders' NYDN Interview","RO-76IfidFo",1061
"Part 3 | The History of ""Women's Rights Are Human Rights"" | Hillary Clinton","OlcwFYkoeJk",1062
"Katy Perry joins Hillary's Iowa JJ dinner rally | Hillary Clinton","fkYYLGkzeNQ",1063
"The Most Important Caucus | Hillary Clinton","B_mykoangfw",1064
"This House | Hillary Clinton","AKO4jNiSEq4",1066
"From The Desk Of Donald Trump: Mike Tyson","2XaJljKrjv8",1067
"Norma | Hillary Clinton","Nvde0qVBkjg",1068
"Standing Up For America's Educators | Hillary Clinton","YMg_VM_hUEI",1069
"How to Caucus Iowa - Donald J. Trump for President","thi56OCkduA",1070
"10 Things to Never Say in a Job Interview","9afcy3Spa8U",1071
"Tony Goldwyn | Hillary Clinton","6EimYosSmWI",1072
"The Trump Pledge","Ws68uR_FNYg",1073
"Our community | Hillary Clinton","aWewpQ_Vzdg",1074
"Easy as 1, 2, 3 | Hillary Clinton","JchvlVMCLno",1075
"Fighting for the Middle Class | Hillary Clinton","N_UO2G7gYm8",1076
"The Economy","97iL5er3Mkc",1077
"After the Debate: GOP Tax Plans","x8-KqwKa8gQ",1079
"From the Desk of Donald Trump: South Korea","agk9ZCrYol4",1080
"Forward | Hillary Clinton","3GLz6eSG5P4",1082
"Donald Trump and Women","qsXzaiSteHc",1083
"Caucus on Monday | Hillary Clinton","HmcHAp6o_jU",1084
"From The Desk Of Donald Trump- Norway and Amanda Knox","c5vPZHWJjWw",1085
"Wrong for the Climate","9OFzxt8S0k8",1086
"Fortitude NV | Hillary Clinton","Ov9BWvs6QnE",1087
"Planned Parenthood Endorses Hillary Clinton | Hillary Clinton","n-xUXqqnHQQ",1088
"Trump Caucus Instructional Video for MA","4vZQof0sT4A",1089
"Ami | Hillary Clinton","vqmEA4oA4uo",1090
"If You Caucus | Hillary Clinton","iT6u-V4p2H0",1091
"Heads or Tails","fncJZXrzG8k",1092
"Get Out To Vote - Tennessee","0DswYEZr1zU",1093
"Military","6iZKBv8xqyk",1094
"CNN Debate","_FKQSXRjGOk",1095
"The Braggadocious Bunch","vqPNydy6yy8",1096
"Stand | Hillary Clinton","G-_YlX05iUQ",1097
"TRUMP ENGLAND","NO9MtepFGFc",1098
"Bill Clinton GOTV | Hillary Clinton","AgKZNjP_Yow",1099
"Family Strong","NdKsA4q-FFA",1100
"Flint Water Works | Hillary Clinton","9pAywIHOXyw",1101
"Trump Rallies Mobs, and the GOP Follows","NkaNHYxlVhY",1102
"From The Desk Of Donald Trump: Andy Roddick","Ll917GMCqoo",1103
"Breaking Barriers | Hillary Clinton","AH-XtfL3jBY",1104
"Trump's Ceiling","5lUHjPSsBUU",1105
"From The Desk Of Donald Trump: The Worst Employee","pk6_BBGzmOU",1106
"COMMERCIAL RADIO","rHnZISRT3jI",1107
"Donald Trump's remarks on punishing women: outrageous and dangerous | Hillary Clinton","7grIw79dlGY",1108
"Where is the strangest place you've ever held a meeting? | Quick Question | Hillary Clinton","VD0As-H4kDI",1109
"Let's Make It Easier to Vote","rAVIox4k8BI",1110
"From The Desk Of Donald Trump: Anthony Weiner, the Secret Service, and Dick Clark","axM9rmRT85I",1111
"Trump Rally RECAP","KNrBireMzy4",1112
"Whiner","H5om7YhGiSw",1113
"From The Desk Of Donald Trump: Rick Santorum","1HUSKGz9CHc",1115
"Hillary Meets the Famous Dog from her Campaign Launch Video | Hillary Clinton","ClN3zQsixLo",1116
"The Deck Is Still Stacked | Hillary Clinton","8aDRZ0akDJY",1117
"Conviction","SlQzgkdxC9M",1118
"Trump International Hotel- The Old Post Office- Groundbreaking Ceremony","CjTvRflsAfU",1119
"Bill Clinton GOTV | Hillary Clinton","7AM4FI7B2JA",1121
"Romney's World View","6Vzg9CsqLQA",1122
"Vote March 5 | Hillary Clinton","G3QTOqRlfCQ",1123
"President Bill Clinton on how we should share our dreams | Hillary Clinton","TyQJr7UDqg0",1124
"Gowdy UnansweredQuestions","n9x1tt55sHY",1125
"Unifying The Nation - Donald J. Trump for President","rrshXpUtBHc",1126
"Kasich all the sources of energy","GvAivoq2QN8",1128
"The Economy - Donald J. Trump for President","97iL5er3Mkc",1129
"Women for Hillary Clinton Speech and Launch | Hillary Clinton","q4-AhrQjTwM",1130
"How to Avoid Showing Your Taxes","9S9jxJbSK7M",1131
"Caucus Tuesday | Hillary Clinton","xhRcBT3tjhU",1132
"Trump is a Foreign Policy Disaster","CHIgG-L44I0",1133
"Breaking Barriers | Hillary Clinton","CMbddI0Z8Xo",1134
"FRIDAY HOT TAKES 11 5 FINAL HD","OJCus_tARHY",1135
"Moms lunch | Hillary Clinton","moH3Pd_gd20",1136
"Hillary stands with labor unions and workers | Hillary Clinton","qHNiIRrB6uo",1137
"Hillary Clinton speaks at the McIntyre-Shaheen 100 Club Celebration | Hillary Clinton","wCW4nTfHpgk",1138
"Inequality | Hillary Clinton","iog4xgQq-L8",1139
"From The Desk Of Donald Trump 4/12/11","N5AYyOBBYe8",1140
"Jeanne Shaheen Endorses Hillary For President | Hillary Clinton","FeaQhLYYzCA",1141
"Children | Hillary Clinton","ATWCTalarZo",1142
"Hillary talks about the stakes of this election","3MwzXksCJqM",1143
"Get Out To Vote - Virginia","pCpISp4uvZM",1144
"From The Desk Of Donald Trump 6/7/11","QNRXpDIX0uQ",1145
"Hillary Clinton: Smart leadership for the 21st Century | Hillary Clinton","FCcLW33ZAmA",1147
"Children | Hillary Clinton","xcq2baJ2Xeo",1149
"Trump National Golf Club Los Angeles","y73fwwpnm1w",1150
"Bankrupt","Fvi6YI03_Ng",1151
"Es Ahora","OcbVS8mdD18",1152
"Our community | Hillary Clinton","skf_EhmI2xo",1153
"What A Con-Man","A_xkd_hWojc",1154
"From The Desk Of Donald Trump: The Republican Party","nGovgvpffK0",1155
"Bernie's Got Wag","3X3DZTugXlk",1156
"“Can you fix the prison problems?” | Hillary Clinton","8virjIfI5j4",1157
"Secure | Hillary Clinton","k9q47Rs0bQU",1158
"Hillary Meets a Caregiver Backstage | Hillary Clinton","U2FO4Ha5oaY",1159
"Reactions to McCarthy's Gaffe","kvQ4J5ytyG0",1160
"Keep Marco and his friends out of the White House","SQyQokBjGt8",1161
"Trump International Realty Charlotte Presents: The Point, 127 Thurstons Way","q-oGRgXWpFs",1162
"Donald Trump's Response To President Obama's Lack Of Transparency","tYgW3_w3TS8",1163
"25 Years | Hillary Clinton","P-aZpQE5bKM",1164
"Predatory | Hillary Clinton","OCPHDiF7OQw",1165
"Ivanka Trump Fall 2012 Collection Photo Shoot","GPHQunwfXcQ",1166
"Mean Tweets, Campaign Edition with Senator Al Franken | Hillary Clinton","1KI_DorjrpE",1167
"My Dad - Donald J. Trump Jr.","fBe2lj88N34",1168
"Trump Finance Chair Praises Great America PAC","Jp4ZflCKbPU",1169
"Contra mi comunidad","7VNMjJvrrdA",1170
"Ivanka Trump's Update July 2012","9byIicXWZhw",1171
"Hillary Clinton's new little secret service agent | Hillary Clinton","cbV9md9gFi4",1172
"The Celebrity Apprentice Video Blog","K2HLcrIOFBI",1173
"Remarks of Secretary Clinton at Greenville Community Forum | Hillary Clinton","b4vSrX4tcrg",1174
"From The Desk Of Donald Trump: Gadhafi","EEZBDTHy1o4",1175
"""Not about me"" | The Conversation Promo | Hillary Clinton","A5tNvpXvlzI",1176
"Trump Tower Celebrating 30 Years","fEu_wo4-T9Y",1178
"Iowan shares her story about Alzheimer's | Hillary Clinton","jIeToJ3cajY",1179
"Sanders and Palin: Taking on Putin","_x5DgRxP9SM",1180
"1st Day In Office","PDUsznqnhQ0",1181
"The Subtance of Tonight's Republican Town Hall","nsj6JzXjj_s",1182
"Caucus March 5 | Hillary Clinton","P_MxhRKu7S8",1183
"Mayor Reed","w1UXp-APcUA",1184
"Preview: Trump's GOP Convention 2016","QejdfANdeV4",1185
"Sanders Stands with Dick Cheney and the NRA on Immunity for the Gun Industry","Xqqtg5E1DQs",1186
"My Mom | Hillary Clinton","5Zx9-hj54fw",1187
"We Won't Go Back","NRu4hy3j8SE",1188
"Bernie Sanders on Immigration","ObTrOZZTP2c",1189
"The Celebrity Apprentice Video Blog Week 4","wbV_-CC3QW0",1190
"Trump Golf","7kHZu1_W3p8",1191
"Jeb! : An Offer America Has Refused","-29_oC4L-2A",1192
"Respect","IkeLYDZdPSc",1193
"Ignoring Progress","FNNWS_ItQL8",1194
"President Bill Clinton takes over Hillary's Snapchat account | Hillary Clinton","B3fWIUeI6Rw",1195
"The Donald Trump Guarantee!","epDJA6oIwKY",1196
"The Eric Trump Foundation","9MiEPZmdOm4",1197
"Benghazi Hearing Reviews","VW93PxRVS7w",1198
"Unifier?","U8aeOrj_WAU",1199
"From The Desk Of Donald Trump: Tweets Answered Part One","8SU9B6f1OrY",1201
"Strong For The Middle Class","tCaJ9F77Tjg",1202
"Strong For Middle Class Families","shz3pJHvFI4",1203
"Hillary Clinton Wins the Nevada Caucus!","fVjgzKmbPl4",1204
"Hillary on the Campaign Trail | Hillary Clinton","Gf8VeJQXy3I",1205
"Family Moments With Ted","5OoywdMSpI0",1206
"The 2012 Miss USA Contestants Visit Trump Tower","8GYaT85W15U",1207
"From The Desk Of Donald Trump: Jon Stewart","sTWFCeJg2CQ",1208
"Hillary Clinton and Amy Poehler Discuss A Leslie Knope Presidency | Hillary Clinton","IhlKnvBWeZ8",1209
"Young Future Iowa Voter Asks Hillary a Question | Hillary Clinton","9Kk-btNY9-c",1210
"Happy Mother's Day","TV06e-t048k",1211
"Brave | Hillary Clinton","17-ePkOrYLc",1212
"Hillary Clinton speech on counterterrorism and foreign policy | Hillary Clinton","rRlqs-Lc66Y",1213
"Making Deals With Congress","cNPLYqNTj-4",1214
"From the Desk of Donald Trump: WWE Hall of Fame","468147Mlzyw",1216
"New World | Hillary Clinton","6cFjU10IrqU",1218
"Second-Class Citizens","_CkwVp2oZ7E",1219
"Hillary Clinton Accused of Shouting","SRG8t-528e4",1220
"Shamed and Blamed | Hillary Clinton","evRCdOF-Ig8",1221
"Architectural and Design Unveiling of Trump International Hotel- The Old Post Office- D.C.","PqdfpV47Mu4",1222
"Ivanka Trump's Update May 2012","wyzrG-6l4eQ",1223
"Caucus Tonight | Hillary Clinton","OTSw0zYe1AQ",1224
"27 Times","2rj3akybC2s",1225
"Ivanka Trump Fragrance","1IuK2dWrgdM",1226
"Breaking Barriers | Hillary Clinton","7FdA3khtwGM",1227
"From The Desk Of Donald Trump: Tweets Answered Part Two","clGGLPLvOL8",1228
"Nevada: Register Republican to caucus for Donald J. Trump","-RORtFPuPwQ",1229
"From The Desk Of Donald Trump: Palm Beach International Airport","snbJCABW6e8",1230
"Stand | Hillary Clinton","zQXuuAJjJfc",1231
"Vote March 8 | Hillary Clinton","RieCpTL9IFo",1233
"La vida requiere riesgos | Hillary Clinton","CUV7kl-GBs0",1234
"Hillary wonks out with a New Jersey nurse about Clean Cookstoves | Hillary Clinton","_JM-eOiwFOA",1235
"Donald Trump Meets The 2011 Miss USA Contestants","M3vlnVukmrs",1237
"The Sixth Annual Eric Trump Foundation Golf Invitational","G8YFJdMgd3o",1238
"Vote March 8 | Hillary Clinton","Bv6QlHQLhRA",1239
"Nos conoce | Hillary Clinton","7yCVSilFNco",1240
"Hillary's first Periscope!","VXjAmTvhpRk",1241
"Johnson Controls | Hillary Clinton","2SUFg-nbFz8",1242
"Awareness | Hillary Clinton","aV6JwYpv_pw",1243
"One Week Down, 26 To Go!","ZWvGbn-qJEU",1244
"Sanders Changes Reasoning on 2007 Immigration “No” Vote","CxBkLVMhRCI",1245
"Hillary talks with NEA President about DREAMers | Hillary Clinton","tSfQsB03d28",1246
"Predatory | Hillary Clinton","N6fC6BLjSI0",1247
"Incredible | Hillary Clinton","BUFGehpFywI",1248
"Ivanka Trump December 2014 Update","vvvSynDc4gA",1249
"Vote March 5 | Hillary Clinton","TgMvIPLTzis",1250
"Bluffton Speech - Donald J. Trump for President","bwydb3Bcg6o",1251
"Chaos","vrTGKSuw2Fk",1252
"""I'm already smart!"" | Big Questions, Little Supporters | Hillary Clinton","vlwXNM-XtNY",1253
"Education | Hillary Clinton","coM1CTaN9kU",1254
"Priorities USA Action: ""Doors""","uaKIeR4Sn3k",1255
"Donald Trump Strains U.S.-U.K. Relations","bvgFvhdvvZg",1257
"Equal","g2Y9abmNuRw",1258
"Speak","JekzM26TF3Q",1259
"Bernie Sanders on Obamacare","-OOrcEEQuRg",1260
"Hillary Sits Down with DREAMers","r6t-9TSBpTA",1261
"Stronger Together | Hillary Clinton","CA5ZhyoaJec",1262
