views,uploader,county_code
71,1,12123
135,,12123
549,1,12125
821,,12125
5125,1,12127
7641,,12127
71,,12129
70,1,12129
373,1,12131
599,,12131
59,1,12133
68,,12133
60,,13001
54,1,13001
16,1,13003
67,,13003
39,1,13005
112,,13005
2,1,13007
3,,13007
513,1,13009
519,,13009
12,1,13011
33,,13011
457,1,13013
1025,,13013
292,1,13015
718,,13015
108,1,13017
164,,13017
26,1,13019
36,,13019
1247,,13021
984,1,13021
42,1,13023
37,,13023
24,1,13025
66,,13025
7,1,13027
11,,13027
284,1,13029
371,,13029
561,1,13031
1007,,13031
18,1,13033
34,,13033
65,1,13035
114,,13035
356,1,13039
412,,13039
40,1,13043
74,,13043
984,,13045
628,1,13045
288,1,13047
627,,13047
9,,13049
2272,1,13051
2476,,13051
94,1,13053
185,,13053
12,1,13055
84,,13055
2692,1,13057
2987,,13057
2779,1,13059
2805,,13059
1,,13061
793,1,13063
817,,13063
6,,13065
3,1,13065
5827,1,13067
7551,,13067
395,1,13069
550,,13069
121,1,13071
234,,13071
816,1,13073
1379,,13073
39,1,13075
45,,13075
642,1,13077
1156,,13077
32,1,13079
70,,13079
76,1,13081
92,,13081
129,1,13083
150,,13083
144,1,13085
182,,13085
58,1,13087
117,,13087
6183,1,13089
4789,,13089
13,1,13091
40,,13091
16,1,13093
34,,13093
876,,13095
864,1,13095
597,1,13097
804,,13097
3,1,13099
8,,13099
1,,13101
126,1,13103
265,,13103
39,1,13105
57,,13105
44,1,13107
93,,13107
7,1,13109
5,,13109
217,1,13111
292,,13111
1076,1,13113
1656,,13113
718,,13115
426,1,13115
1396,1,13117
2370,,13117
29,1,13119
91,,13119
45794,1,13121
55247,,13121
224,1,13123
326,,13123
445,1,13127
549,,13127
471,,13129
190,1,13129
68,1,13131
71,,13131
61,1,13133
106,,13133
7132,1,13135
9976,,13135
64,1,13137
175,,13137
2301,,13139
1140,1,13139
1,1,13141
40,1,13143
117,,13143
53,,13145
34,1,13145
111,1,13147
201,,13147
8,1,13149
16,,13149
1753,,13151
1241,1,13151
1294,1,13153
2147,,13153
1,1,13155
5,,13155
778,1,13157
1363,,13157
6,1,13159
30,,13159
17,1,13161
71,,13161
4,1,13163
28,,13163
34,,13165
16,1,13165
7,1,13167
18,,13167
65,1,13169
169,,13169
47,,13171
30,1,13171
6,1,13173
26,,13173
229,,13175
139,1,13175
9,1,13177
17,,13177
310,,13179
366,1,13179
89,,13181
19,1,13181
4,,13183
707,1,13185
1049,,13185
701,1,13187
1344,,13187
38,1,13189
50,,13189
53,1,13191
64,,13191
5,,13193
11,,13195
11,1,13195
54,,13199
20,1,13199
5,1,13201
5,,13201
21,1,13205
36,,13205
104,,13207
62,1,13207
5,,13209
133,,13211
88,1,13211
164,1,13213
279,,13213
1486,1,13215
1892,,13215
291,1,13217
565,,13217
101,1,13219
99,,13219
336,1,13223
578,,13223
137,1,13225
172,,13225
393,,13227
190,1,13227
32,1,13229
85,,13229
12,,13231
10,1,13231
170,1,13233
301,,13233
40,1,13235
64,,13235
41,,13237
19,1,13237
6,1,13239
27,,13239
13,1,13241
21,,13241
1,1,13243
1,,13243
1063,1,13245
1555,,13245
548,,13247
389,1,13247
1,1,13249
1,,13249
25,1,13251
50,,13251
1,,13253
1,1,13253
336,,13255
211,1,13255
51,1,13257
70,,13257
65,1,13261
107,,13261
37,,13267
25,1,13267
3,1,13269
1,,13269
12,1,13271
3,1,13273
4,,13273
236,1,13275
325,,13275
186,1,13277
486,,13277
80,1,13279
102,,13279
37,1,13281
89,,13281
13,1,13283
35,,13283
415,,13285
303,1,13285
20,,13287
7,1,13287
1,1,13289
187,,13291
107,1,13291
85,1,13293
140,,13293
293,1,13295
393,,13295
329,1,13297
740,,13297
188,,13299
170,1,13299
1,,13301
8,,13303
14,1,13303
45,1,13305
63,,13305
339,1,13311
514,,13311
1434,,13313
1031,1,13313
1,1,13315
2,,13315
38,1,13317
29,,13317
1,1,13319
10,1,13321
22,,13321
2049,1,15001
1861,,15001
9813,1,15003
10653,,15003
554,,15007
687,1,15007
1919,1,15009
1775,,15009
8993,,16001
7204,1,16001
461,1,16005
666,,16005
10,1,16007
5,,16007
21,1,16009
26,,16009
111,,16011
66,1,16011
340,,16013
248,1,16013
11,1,16015
26,,16015
162,,16017
144,1,16017
733,1,16019
1114,,16019
21,,16021
30,1,16021
19,1,16023
14,,16023
1257,1,16027
1850,,16027
18,1,16029
23,,16029
42,1,16031
69,,16031
28,,16035
10,1,16035
5,1,16037
1,,16037
82,1,16039
91,,16039
29,1,16041
55,,16041
36,1,16043
95,,16043
18,1,16045
54,,16045
18,1,16047
37,,16047
23,1,16049
145,,16049
24,,16051
25,1,16051
66,1,16053
86,,16053
1746,1,16055
2180,,16055
709,1,16057
663,,16057
23,1,16059
32,,16059
2,1,16061
6,,16061
491,1,16065
644,,16065
68,,16067
124,1,16067
402,1,16069
428,,16069
14,1,16071
29,,16071
46,1,16073
84,,16073
36,1,16075
147,,16075
6,1,16077
6,,16077
24,,16079
39,1,16079
139,,16081
133,1,16081
467,1,16083
621,,16083
136,,16085
176,1,16085
15,1,16087
20,,16087
313,1,17001
413,,17001
2,1,17003
1,,17003
46,,17005
37,1,17005
379,1,17007
506,,17007
204,1,17009
253,,17009
68,1,17011
61,,17011
81,,17015
135,1,17015
61,1,17017
108,,17017
4001,,17019
3701,1,17019
137,1,17021
182,,17021
28,1,17023
31,,17023
55,1,17025
91,,17025
78,1,17027
66,,17027
818,1,17029
965,,17029
106438,1,17031
100637,,17031
20,1,17033
30,,17033
66,,17035
6,1,17035
1350,1,17037
1572,,17037
104,1,17039
131,,17039
59,1,17041
64,,17041
10682,1,17043
13807,,17043
64,1,17045
93,,17045
831,1,17047
1004,,17047
169,1,17049
243,,17049
29,1,17051
34,,17051
12,1,17053
19,,17053
97,1,17055
114,,17055
37,1,17057
57,,17057
1,,17059
38,1,17061
61,,17061
342,1,17063
471,,17063
23,1,17065
31,,17065
24,,17067
20,1,17067
14,1,17069
15,,17069
467,1,17073
329,,17073
31,1,17075
26,,17075
972,1,17077
825,,17077
5,1,17079
8,,17079
256,1,17081
380,,17081
123,1,17083
215,,17083
352,1,17085
145,,17085
4,1,17087
14,,17087
4967,1,17089
5873,,17089
449,1,17091
523,,17091
835,,17093
616,1,17093
494,1,17095
360,,17095
8438,,17097
7348,1,17097
773,1,17099
788,,17099
23,1,17101
41,,17101
180,1,17103
177,,17103
241,,17105
161,1,17105
88,,17107
186,1,17107
309,1,17109
294,,17109
2238,1,17111
3421,,17111
2747,1,17113
3479,,17113
586,1,17115
625,,17115
316,1,17117
326,,17117
2250,1,17119
3117,,17119
119,1,17121
193,,17121
2,,17123
40,1,17125
54,,17125
19,1,17127
15,,17127
18,1,17129
17,,17129
115,1,17131
58,,17131
343,1,17133
456,,17133
39,1,17135
85,,17135
238,,17137
163,1,17137
26,,17139
38,1,17139
811,1,17141
996,,17141
1573,1,17143
1756,,17143
46,1,17145
79,,17145
112,1,17147
141,,17147
30,1,17149
49,,17149
1,,17153
29,1,17157
58,,17157
36,1,17159
105,,17159
5049,1,17161
1563,,17161
1584,1,17163
1851,,17163
55,1,17165
36,,17165
2155,1,17167
1575,,17167
233,1,17169
289,,17169
2,1,17171
1,,17171
20,1,17173
75,,17173
3,1,17175
209,1,17177
250,,17177
1072,,17179
897,1,17179
13,1,17181
45,,17181
198,1,17183
303,,17183
47,1,17185
140,,17185
81,1,17187
70,,17187
35,1,17189
78,,17189
35,1,17191
54,,17191
23,1,17193
42,,17193
411,1,17195
341,,17195
3787,1,17197
5147,,17197
942,1,17199
1154,,17199
2764,1,17201
2872,,17201
229,1,17203
475,,17203
164,1,18001
953,,18001
2991,1,18003
6574,,18003
555,1,18005
6775,,18005
37,1,18009
174,,18009
618,1,18011
1218,,18011
14,1,18013
199,,18013
118,,18015
53,1,18015
1545,,18017
217,1,18017
585,1,18019
8359,,18019
100,1,18021
226,,18021
163,1,18023
158,,18023
5,1,18025
57,,18025
309,,18027
110,1,18027
141,1,18029
2254,,18029
54,1,18031
890,,18031
192,1,18033
397,,18033
937,1,18035
7530,,18035
188,1,18037
279,,18037
6617,,18039
1450,1,18039
51,1,18041
797,,18041
601,1,18043
5934,,18043
22,,18045
15,1,18045
244,,18047
16,1,18047
57,1,18049
85,,18049
54,1,18051
137,,18051
396,1,18053
548,,18053
50,1,18055
148,,18055
2980,1,18057
6263,,18057
4524,,18059
411,1,18059
57,1,18061
824,,18061
918,1,18063
2020,,18063
955,,18065
186,1,18065
391,1,18067
704,,18067
589,,18069
215,1,18069
180,1,18071
2106,,18071
100,1,18073
425,,18073
175,,18075
28,1,18075
1483,,18077
133,1,18077
50,1,18079
594,,18079
1233,1,18081
12398,,18081
173,1,18083
422,,18083
417,1,18085
1279,,18085
77,1,18087
238,,18087
2479,1,18089
3186,,18089
471,1,18091
595,,18091
147,1,18093
1467,,18093
429,1,18095
2263,,18095
8707,1,18097
25642,,18097
243,1,18099
691,,18099
16,1,18101
42,,18101
199,,18103
79,1,18103
3098,1,18105
16360,,18105
169,1,18107
470,,18107
130,1,18109
1370,,18109
57,1,18111
168,,18111
228,1,18113
540,,18113
33,1,18115
73,,18115
60,1,18117
830,,18117
19,1,18119
67,,18119
6,1,18121
11,,18121
34,1,18123
47,,18123
7,1,18125
5,,18125
1703,1,18127
2411,,18127
55,,18129
37,1,18129
27,1,18131
120,,18131
196,1,18133
262,,18133
17,1,18135
493,,18135
156,1,18137
1675,,18137
248,,18139
21,1,18139
2783,1,18141
5093,,18141
38,1,18143
1083,,18143
440,1,18145
2202,,18145
26,1,18147
46,,18147
115,1,18149
318,,18149
215,1,18151
855,,18151
111,,18153
9,1,18153
40,1,18155
94,,18155
3221,,18157
2503,1,18157
106,,18159
31,1,18159
19,1,18161
176,,18161
1709,1,18163
2472,,18163
173,1,18165
300,,18165
1254,,18167
852,1,18167
93,1,18169
701,,18169
358,1,18173
561,,18173
223,1,18175
2347,,18175
353,1,18177
3525,,18177
110,1,18179
178,,18179
77,1,18181
193,,18181
345,1,18183
732,,18183
176,1,19001
53,,19001
152,1,19003
37,,19003
40,,19005
205,1,19005
1644,1,19007
437,,19007
450,1,19009
122,,19009
1381,1,19011
309,,19011
20481,1,19013
6972,,19013
3066,1,19015
589,,19015
3148,1,19017
853,,19017
2462,1,19019
500,,19019
5598,1,19021
1565,,19021
567,1,19023
145,,19023
575,1,19025
74,,19025
2455,1,19027
490,,19027
1497,1,19029
280,,19029
2222,1,19031
427,,19031
6530,1,19033
1454,,19033
643,1,19035
145,,19035
167,,19037
793,1,19037
2118,1,19039
448,,19039
3298,1,19041
781,,19041
1825,1,19043
368,,19043
8874,1,19045
1773,,19045
2490,1,19047
635,,19047
5318,1,19049
1249,,19049
217,,19051
570,1,19051
765,1,19053
218,,19053
1474,1,19055
440,,19055
10831,1,19057
2468,,19057
572,,19059
2382,1,19059
17273,1,19061
3944,,19061
1434,1,19063
257,,19063
1389,1,19065
291,,19065
3265,1,19067
654,,19067
426,1,19069
176,,19069
46,1,19071
6,,19071
1084,1,19073
199,,19073
391,1,19075
95,,19075
943,1,19077
222,,19077
988,1,19079
302,,19079
2532,1,19081
525,,19081
916,1,19083
181,,19083
228,,19085
904,1,19085
2396,1,19087
728,,19087
1001,1,19089
193,,19089
726,1,19091
143,,19091
325,1,19093
52,,19093
500,,19095
2170,1,19095
1136,1,19097
252,,19097
4117,1,19099
791,,19099
784,,19101
3064,1,19101
58248,1,19103
12078,,19103
1239,1,19105
231,,19105
938,1,19107
140,,19107
244,,19109
1771,1,19109
2267,1,19111
476,,19111
14954,,19113
71709,1,19113
1551,1,19115
351,,19115
1318,1,19117
306,,19117
116,,19119
354,1,19119
1033,1,19121
172,,19121
710,,19123
3716,1,19123
4408,1,19125
912,,19125
2278,,19127
9786,1,19127
1401,1,19129
306,,19129
1678,1,19131
464,,19131
541,1,19133
94,,19133
590,1,19135
141,,19135
1016,1,19137
256,,19137
5998,1,19139
2327,,19139
1019,1,19141
396,,19141
333,1,19143
198,,19143
2255,1,19145
515,,19145
820,1,19147
255,,19147
755,,19149
2416,1,19149
473,1,19151
71,,19151
167007,1,19153
39672,,19153
15519,1,19155
3820,,19155
3885,1,19157
759,,19157
1,,19159
129,1,19159
447,1,19161
103,,19161
56816,1,19163
11179,,19163
1136,1,19165
382,,19165
2928,1,19167
1435,,19167
19318,1,19169
5764,,19169
489,,19171
1484,1,19171
3369,1,19175
705,,19175
335,1,19177
119,,19177
6713,1,19179
1607,,19179
898,,19181
4225,1,19181
593,,19183
3672,1,19183
92,,19185
619,1,19185
10313,1,19187
2195,,19187
646,1,19189
141,,19189
2609,1,19191
657,,19191
8752,,19193
38252,1,19193
8,,19195
12,1,19195
80,,19197
284,1,19197
102,,20001
44,1,20001
23,1,20003
48,,20003
127,1,20005
190,,20005
30,,20007
22,1,20007
364,,20009
196,1,20009
45,1,20011
49,,20011
73,1,20013
77,,20013
302,1,20015
485,,20015
1,1,20017
1,,20017
1,1,20019
40,1,20021
62,,20021
29,1,20027
45,,20027
54,1,20029
22,,20029
37,1,20031
38,,20031
168,1,20035
258,,20035
640,1,20037
473,,20037
102,,20041
57,1,20041
2624,1,20045
2001,,20045
382,1,20051
524,,20051
11,1,20053
29,,20053
274,,20055
142,1,20055
249,1,20057
386,,20057
72,1,20059
84,,20059
190,1,20061
305,,20061
41,1,20067
51,,20067
1,,20073
1,1,20075
24,,20077
6,1,20077
177,1,20079
248,,20079
46,1,20085
77,,20085
9,1,20087
14,,20087
7242,,20091
6552,1,20091
3,1,20095
10,,20095
1,1,20097
90,,20099
53,1,20099
6,1,20101
20,,20101
579,,20103
486,1,20103
41,1,20107
77,,20107
4,1,20109
27,,20109
354,1,20111
247,,20111
145,1,20113
225,,20113
25,1,20115
20,,20115
42,1,20117
19,,20117
97,1,20121
136,,20121
27,,20123
26,1,20123
214,1,20125
257,,20125
30,,20127
36,1,20127
1,1,20129
12,,20129
25,1,20131
26,,20131
40,1,20133
58,,20133
19,1,20137
40,,20137
41,1,20139
23,,20139
2,1,20143
3,,20143
2,,20145
11,1,20147
11,,20147
88,1,20149
144,,20149
39,1,20151
67,,20151
425,,20155
401,1,20155
14,1,20157
14,,20157
17,,20159
23,1,20159
1289,1,20161
1546,,20161
71,,20167
27,1,20167
328,1,20169
539,,20169
31,1,20171
56,,20171
4186,1,20173
5611,,20173
76,1,20175
122,,20175
1591,1,20177
1570,,20177
14,1,20181
49,,20181
75,1,20189
84,,20189
54,1,20191
70,,20191
45,1,20193
116,,20193
1,1,20195
3,,20195
5,1,20197
16,,20197
1,1,20201
2,,20201
11,,20205
14,1,20205
3,,20207
951,1,20209
851,,20209
38,1,21001
48,,21001
95,,21003
37,1,21003
47,1,21005
139,,21005
12,1,21007
25,,21007
446,1,21009
454,,21009
3,,21011
157,,21013
141,1,21013
1017,1,21015
2209,,21015
34,1,21017
84,,21017
334,1,21019
470,,21019
189,,21021
180,1,21021
23,1,21025
37,,21025
24,,21027
19,1,21027
241,1,21029
714,,21029
15,1,21031
11,,21031
34,1,21033
49,,21033
370,1,21035
238,,21035
784,1,21037
959,,21037
20,1,21041
150,,21041
137,,21043
101,1,21043
9,1,21045
9,,21045
222,1,21047
428,,21047
178,1,21049
272,,21049
191,,21051
100,1,21051
45,1,21053
46,,21053
8,1,21055
8,,21055
33,1,21057
61,,21057
590,1,21059
1087,,21059
1,,21061
26,,21065
12,1,21065
5002,1,21067
4826,,21067
10,1,21069
13,,21069
209,1,21071
364,,21071
440,1,21073
481,,21073
1,,21075
66,,21077
11,1,21077
4,1,21079
10,,21079
84,1,21081
236,,21081
180,,21083
112,1,21083
23,,21085
23,1,21085
43,1,21089
79,,21089
28,1,21091
44,,21091
1102,1,21093
1895,,21093
57,,21095
36,1,21095
51,,21097
34,1,21097
23,1,21099
46,,21099
321,,21101
218,1,21101
7,1,21103
53,,21103
157,1,21107
261,,21107
68,1,21109
72,,21109
7063,1,21111
17393,,21111
752,1,21113
1096,,21113
236,,21115
191,1,21115
1416,1,21117
1793,,21117
49,1,21119
116,,21119
199,1,21121
349,,21121
4,1,21123
1,,21123
1044,,21125
550,1,21125
44,1,21127
58,,21127
7,1,21129
42,,21129
106,,21131
95,1,21131
60,1,21133
117,,21133
1,,21135
29,,21137
24,1,21137
1,1,21139
119,1,21141
127,,21141
18,1,21143
17,,21143
274,1,21145
401,,21145
41,1,21147
149,,21147
1,1,21149
13,,21149
963,1,21151
1119,,21151
118,1,21153
184,,21153
26,1,21155
22,,21155
97,1,21157
137,,21157
46,1,21159
162,,21159
64,1,21161
74,,21161
53,1,21163
207,,21163
119,1,21167
108,,21167
4,1,21169
18,,21169
8,1,21171
18,,21171
113,1,21173
132,,21173
136,1,21175
181,,21175
33,1,21177
70,,21177
212,1,21179
336,,21179
14,1,21183
16,,21183
316,1,21185
540,,21185
8,1,21187
22,,21187
4,,21189
8,1,21191
90,,21191
72,1,21193
103,,21193
170,1,21195
378,,21195
7,,21197
5,1,21197
239,,21199
143,1,21199
16,1,21203
22,,21203
139,1,21205
206,,21205
119,,21207
157,1,21207
329,1,21209
489,,21209
318,,21211
208,1,21211
32,1,21213
70,,21213
45,1,21215
67,,21215
48,1,21217
117,,21217
27,,21219
54,1,21221
116,,21221
4,1,21223
10,,21223
20,1,21225
51,,21225
1784,1,21227
1375,,21227
18,,21229
6,1,21229
72,1,21231
22,,21231
1,1,21233
182,1,21235
362,,21235
192,1,21239
204,,21239
128,1,22001
283,,22001
55,1,22003
71,,22003
674,1,22005
1166,,22005
17,1,22007
32,,22007
57,1,22009
106,,22009
183,,22011
187,1,22011
17,1,22013
35,,22013
656,1,22015
952,,22015
1274,,22017
976,1,22017
1466,,22019
921,1,22019
4,1,22025
1,,22025
6,,22027
7,1,22027
20,,22029
23,1,22029
20,,22031
17,1,22031
4030,1,22033
4406,,22033
5,1,22037
10,,22037
77,1,22039
127,,22039
15,1,22041
26,,22041
3,,22043
3,1,22043
212,1,22045
361,,22045
95,1,22047
115,,22047
5,,22049
4,1,22049
2184,1,22051
3422,,22051
57,1,22053
125,,22053
1839,1,22055
2975,,22055
321,1,22057
619,,22057
8,1,22059
21,,22059
343,1,22061
504,,22061
331,1,22063
937,,22063
20,1,22065
8,,22065
47,1,22067
68,,22067
129,1,22069
174,,22069
6933,1,22071
