"views","date_id","candidate"
297,20151120,"Clinton"
651,20151126,"Trump"
796,20160404,"Trump"
3916,20160416,"Trump"
7981,20160502,"Clinton"
11931,20160510,"Trump"
111,20151119,"Clinton"
7,20151230,"Clinton"
1357,20151207,"Trump"
8083,20160513,"Trump"
30033,20160116,"Trump"
5959,20160503,"Trump"
7183,20160407,"Trump"
174,20151101,"Clinton"
4841,20151225,"Trump"
775,20160324,"Clinton"
8,20160104,"Clinton"
6014,20160517,"Trump"
913,20151116,"Trump"
88,20160502,"Clinton"
8445,20160414,"Clinton"
19730,20160217,"Trump"
7316,20160409,"Clinton"
13328,20151112,"Clinton"
30710,20151203,"Clinton"
16732,20160305,"Clinton"
3,20151120,"Clinton"
3798,20151128,"Trump"
7069,20160121,"Trump"
897,20151104,"Trump"
1128,20160111,"Trump"
57331,20160130,"Clinton"
3944,20151129,"Trump"
23009,20160124,"Clinton"
27,20151119,"Clinton"
26955,20160331,"Clinton"
100,20160414,"Clinton"
28230,20160316,"Trump"
6408,20160428,"Trump"
107,20160409,"Clinton"
75,20151112,"Clinton"
51635,20160123,"Trump"
132,20151203,"Clinton"
69,20160305,"Clinton"
7377,20160429,"Trump"
10,20151101,"Clinton"
214,20160324,"Clinton"
1364,20160105,"Trump"
1316,20160114,"Trump"
3147,20151121,"Clinton"
562,20160130,"Clinton"
164,20160124,"Clinton"
10564,20160325,"Clinton"
65,20160502,"Clinton"
6679,20160208,"Trump"
27231,20160312,"Clinton"
4879,20160523,"Trump"
5154,20151227,"Trump"
10036,20160330,"Trump"
1080,20151219,"Trump"
12025,20160507,"Trump"
3074,20160331,"Clinton"
26251,20160125,"Trump"
20385,20160319,"Trump"
41421,20160109,"Clinton"
3664,20151205,"Trump"
4885,20151226,"Trump"
687,20160324,"Trump"
43045,20160313,"Trump"
6683,20160213,"Trump"
94,20151121,"Clinton"
35,20160502,"Trump"
438,20160325,"Clinton"
56,20160312,"Clinton"
86,20160414,"Clinton"
60642,20160129,"Clinton"
161,20160409,"Clinton"
24,20151112,"Clinton"
8122,20160207,"Trump"
12855,20160306,"Clinton"
19452,20160304,"Trump"
1,20151203,"Clinton"
55741,20151031,"Clinton"
13899,20160430,"Clinton"
241,20160305,"Clinton"
85,20160109,"Clinton"
6323,20160405,"Trump"
5791,20151223,"Clinton"
31,20160130,"Clinton"
33,20160124,"Clinton"
5679,20160520,"Trump"
66,20160331,"Clinton"
9724,20160318,"Clinton"
6247,20160528,"Trump"
867,20151102,"Trump"
66,20160414,"Trump"
